IDCode,index,narrative_gmm_bic_best_label,narrative_best_label
tuga736,132,9,9
hyfe498,133,7,7
bomo360,134,5,5
lomo204,135,5,5
mipe544,136,8,8
hufy497,137,2,2
rapo919,138,0,0
gata076,139,3,3
muvo194,140,3,3
cywo537,141,4,4
xamy327,142,3,3
cogu074,143,6,6
rapo615,144,3,3
zady580,145,3,3
nujo284,146,0,0
syzu625,147,0,0
myte214,148,0,0
tyzo440,149,3,3
vyzo298,150,2,2
hiwu589,151,0,0
sazy810,152,5,5
turi097,153,0,0
foji729,154,8,8
dexe201,155,5,5
dosu709,156,0,0
doxe392,157,3,3
culu497,158,0,0
lije367,159,6,6
vice024,160,2,2
kapy740,161,6,6
vudi262,162,9,9
tuza510,163,9,9
tubo945,164,6,6
bofi323,165,0,0
zeji633,166,3,3
bowo488,167,3,3
pipo687,168,3,3
core934,169,0,0
dedu084,170,3,3
lowa532,171,3,3
zuha759,172,3,3
qafu966,173,3,3
lobo127,174,0,0
homa046,175,3,3
keno764,176,1,1
habe142,177,0,0
joti731,178,2,2
reve265,179,8,8
cyca115,180,6,6
rawo522,181,5,5
pogi169,182,6,6
vepi727,183,0,0
risy585,184,1,1
fefu774,185,2,2
wyxo615,186,5,5
ciby707,187,6,6
xuvy948,188,5,5
ravy196,189,5,5
loge702,190,4,4
viry492,191,0,0
gowa049,192,5,5
vyva107,193,8,8
duxo262,194,2,2
peto053,195,6,6
difi858,196,6,6
xoru423,197,0,0
wizy437,198,5,5
kuge219,199,5,5
hazu473,200,0,0
gono087,201,0,0
vury347,202,4,4
copo281,203,9,9
heda014,204,5,5
powu461,205,6,6
peqa279,206,5,5
lufy687,207,9,9
koze985,208,6,6
hadi890,209,8,8
recu163,210,6,6
xyzi642,211,6,6
nejy388,212,3,3
tezy480,213,8,8
nawu690,214,4,4
mofe780,215,3,3
nily317,216,3,3
roho333,217,3,3
xime971,218,9,9
muqo157,219,3,3
riby296,220,8,8
pala257,221,0,0
tuby409,222,0,0
hoxo855,223,3,3
qixy634,224,6,6
niri091,225,4,4
lazi600,226,2,2
qedo478,227,9,9
ruhu758,228,6,6
cima563,229,6,6
lyzy104,230,0,0
xafy802,231,0,0
bacy598,232,7,7
kexi927,233,7,7
cumo221,234,5,5
kami789,235,9,9
zoko875,236,2,2
sina926,237,8,8
fise899,238,0,0
cija437,239,2,2
manu258,240,0,0
zuwa573,241,5,5
joxi410,242,3,3
muta539,243,2,2
reqy562,244,6,6
doxe492,245,6,6
gylu244,246,1,1
maxy370,247,5,5
ryko512,248,6,6
kula014,249,6,6
jeqy595,250,9,9
guva627,251,2,2
lohy238,252,5,5
cobi870,253,9,9
giki066,254,2,2
hywy001,255,8,8
feji918,256,6,6
luli756,257,8,8
wumu083,258,6,6
cyga680,259,2,2
buvy316,260,0,0
rejy122,261,6,6
dusi300,262,6,6
howe436,263,6,6
ropi792,264,2,2
jemy300,265,2,2
qexo432,266,8,8
kyso927,267,6,6
cozi663,268,7,7
vani542,269,0,0
kaxu871,270,5,5
moku835,271,2,2
cahe192,272,2,2
feso129,273,2,2
tufa140,274,2,2
zigi489,275,7,7
dahi696,276,2,2
quhe482,277,7,7
taxa827,278,8,8
vuga321,279,8,8
nycu731,280,2,2
raxy329,281,0,0
nyfe489,282,5,5
texu966,283,7,7
kifo712,284,7,7
pajo050,285,9,9
hefy659,286,7,7
tujy672,287,8,8
cyfe247,288,7,7
xori482,289,8,8
raje697,290,6,6
biwu043,291,1,1
cylu852,292,6,6
fode209,293,0,0
woju333,294,9,9
saca329,295,5,5
jizi110,296,4,4
vyxi492,297,6,6
xehy451,298,0,0
feke878,299,3,3
rozu771,300,0,0
duvi856,301,5,5
nexu635,302,4,4
cozi454,303,3,3
saze236,304,0,0
quzy338,305,0,0
lula174,306,5,5
buzo685,307,9,9
huby293,308,6,6
dyhi182,309,0,0
tatu362,310,6,6
bene344,311,4,4
keho061,312,9,9
vyxy108,313,4,4
zusa663,314,5,5
nehe056,315,6,6
myve834,316,6,6
tyhy481,317,3,3
sati762,318,4,4
biku776,319,9,9
wify666,320,5,5
sony276,321,5,5
tusi463,322,4,4
baco446,323,1,1
coni238,324,8,8
tuvu087,325,1,1
vuci475,326,1,1
seto741,327,7,7
jewe923,328,8,8
jaqy340,329,4,4
pubu440,330,7,7
gyjy255,331,8,8
zyte492,332,6,6
ruco451,333,9,9
loda300,334,8,8
moly152,335,1,1
cuba307,336,4,4
jupo405,337,1,1
xuke183,338,8,8
mado232,339,3,3
zafy372,340,2,2
gyly160,341,7,7
tapi010,342,7,7
gelu604,343,2,2
qiqi041,344,1,1
ratu271,345,0,0
kyqu130,346,2,2
lucu601,347,2,2
kama922,348,4,4
zoma564,349,8,8
puju088,350,0,0
jufy997,351,6,6
wyja070,352,4,4
dasy955,353,8,8
wyki565,354,7,7
garu074,355,2,2
qyxy586,356,5,5
kegi864,357,6,6
gyge774,358,0,0
vyda893,359,7,7
vuvy608,360,5,5
vizo712,361,2,2
givi158,362,3,3
caro445,363,5,5
nene689,364,5,5
ryfy568,365,7,7
johy783,366,3,3
sulo956,367,3,3
gony054,368,5,5
puca767,369,0,0
baky109,370,1,1
mabo887,371,4,4
cona428,372,5,5
lilo882,373,4,4
gycy436,374,4,4
jyri631,375,6,6
safu128,376,6,6
fore104,377,5,5
zabe850,378,5,5
woci389,379,0,0
kygi723,380,0,0
qejy219,381,5,5
jago498,382,5,5
buby593,383,2,2
dapu822,384,6,6
sugu976,385,7,7
wuxa997,386,3,3
tiqy778,387,2,2
xyfe491,388,9,9
ryhy064,389,6,6
kufi222,390,8,8
xaja332,391,4,4
fofa613,392,7,7
viba035,393,9,9
qewy924,394,2,2
pytu496,395,0,0
tosa657,396,2,2
keri121,397,2,2
bofi991,398,9,9
bihi184,399,7,7
piro376,400,0,0
zejy480,401,9,9
zapy404,402,3,3
lusi512,403,0,0
sedo490,404,1,1
davu999,405,4,4
buby236,406,9,9
weru214,407,8,8
tyly265,408,3,3
nise834,409,9,9
voxy002,410,7,7
fypi681,411,4,4
xopa120,412,7,7
wari483,413,3,3
kegy317,414,0,0
geka905,415,0,0
lore323,416,1,1
vane668,417,6,6
zuxy510,418,7,7
masu336,419,8,8
xise560,420,4,4
zomi496,421,3,3
lilu285,422,3,3
heqi003,423,3,3
jise415,424,2,2
vabe169,425,5,5
kofa904,426,3,3
peqo117,427,7,7
gaho243,428,0,0
mude815,429,7,7
raxe285,430,7,7
qami382,431,5,5
bebo956,432,3,3
cofi309,433,0,0
buqe642,434,6,6
vuzo690,435,0,0
posy958,436,5,5
gaga585,437,8,8
vopa930,438,4,4
xutu412,439,5,5
doxi119,440,9,9
feqy379,441,2,2
xypo299,442,3,3
gahu141,443,2,2
kyse146,444,5,5
sedi312,445,8,8
nasi298,446,5,5
naky151,447,3,3
koqa816,448,5,5
sila763,449,2,2
pody147,450,6,6
voza333,451,2,2
tiro932,452,4,4
wujy562,453,5,5
hamu369,454,6,6
nape687,455,3,3
gevi782,456,0,0
qoha890,457,2,2
fili803,458,2,2
puce552,459,1,1
buny935,460,8,8
pimi228,461,4,4
kyjo289,462,0,0
bepo134,463,2,2
kise589,464,6,6
remi231,465,0,0
qyjo579,466,4,4
cyhu257,467,1,1
diha837,468,0,0
ware232,469,6,6
hyge979,470,5,5
biqe951,471,8,8
jide437,472,5,5
zipu412,473,2,2
vate767,474,6,6
mefy253,475,6,6
qafe413,476,7,7
lota555,477,7,7
mecu237,478,4,4
cidy099,479,2,2
xoba600,480,6,6
joce161,481,7,7
kywu572,482,2,2
jefi901,483,2,2
mari840,484,4,4
nypy058,485,7,7
rino885,486,8,8
maju644,487,9,9
qosy291,488,8,8
posy537,489,2,2
xoki390,490,9,9
fagi164,491,1,1
zozy719,492,5,5
bopa107,493,2,2
jyly989,494,8,8
togu404,495,8,8
gosa272,496,9,9
fovo989,497,6,6
sira606,498,8,8
loby351,499,4,4
fike806,500,8,8
fafe171,501,3,3
zyvo780,502,2,2
xune455,503,0,0
vamu972,504,6,6
suzo040,505,0,0
wype120,506,0,0
jicu869,507,1,1
wero373,508,2,2
juqo313,509,2,2
vexo008,510,3,3
punu787,511,3,3
tomo782,512,1,1
cupe992,513,9,9
kyjo535,514,8,8
raja244,515,4,4
pino324,516,0,0
qutu379,517,9,9
nolu547,518,3,3
cape571,519,1,1
coma628,520,0,0
mida684,521,6,6
gaqe214,522,2,2
pufe463,523,6,6
fifa517,524,2,2
wuzy577,525,2,2
sire515,526,6,6
xyhi085,527,2,2
nexy906,528,2,2
pyzi618,529,6,6
muku118,530,8,8
kewi488,531,8,8
xafu780,532,7,7
wowy820,533,3,3
ryzo168,534,4,4
xavy753,535,3,3
deje129,536,3,3
