IDCode,gmm_bic_best_label,gmm_aic_best_label,narrative_best_label,narrative_text
tywo507,0,1,2,"The student answered 57 items with high accuracy (0.82 proportion correct). Their responses are fast on average (mean response time 12.15 seconds) and stable in timing (response-time variance 139.36, coefficient of variation 0.97). They have a moderate longest correct streak (17 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71). They have subject marks: S1=13, S2=31, S3=5, S5=4, S6=5 and overall missingness 0.00%."
tepu554,0,1,2,"The student answered 57 items with high accuracy (0.82 proportion correct). Their responses are moderate on average (mean response time 18.45 seconds) and stable in timing (response-time variance 101.47, coefficient of variation 0.55). They have a long longest correct streak (20 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71). They have subject marks: S1=12, S2=31, S3=5, S5=5, S6=3 and overall missingness 0.00%."
jaxe723,0,1,2,"The student answered 57 items with high accuracy (0.81 proportion correct). Their responses are moderate on average (mean response time 14.85 seconds) and stable in timing (response-time variance 106.63, coefficient of variation 0.70). They have a moderate longest correct streak (14 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.68). They have subject marks: S1=13, S2=27, S3=5, S5=6, S6=6 and overall missingness 0.00%."
boqe999,0,1,2,"The student answered 57 items with high accuracy (0.84 proportion correct). Their responses are fast on average (mean response time 13.78 seconds) and stable in timing (response-time variance 65.66, coefficient of variation 0.59). They have a long longest correct streak (36 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.75). They have subject marks: S1=11, S2=31, S3=5, S5=6, S6=4 and overall missingness 0.00%."
dero258,0,1,2,"The student answered 57 items with high accuracy (0.81 proportion correct). Their responses are fast on average (mean response time 9.84 seconds) and stable in timing (response-time variance 66.83, coefficient of variation 0.83). They have a long longest correct streak (23 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71). They have subject marks: S1=12, S2=31, S3=5, S5=3, S6=4 and overall missingness 0.00%."
paxi044,2,6,3,"The student answered 57 items with low accuracy (0.16 proportion correct). Their responses are fast on average (mean response time 13.81 seconds) and highly variable in timing (response-time variance 517.59, coefficient of variation 1.65). They have a short longest correct streak (3 in a row) and a long longest incorrect streak (28 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.05). They have subject marks: S1=6, S2=5, S3=0, S5=2, S6=2 and overall missingness 6.95%."
node314,5,5,3,"The student answered 57 items with low accuracy (0.63 proportion correct). Their responses are slow on average (mean response time 27.08 seconds) and highly variable in timing (response-time variance 636.90, coefficient of variation 0.93). They have a moderate longest correct streak (14 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46). They have subject marks: S1=9, S2=24, S3=3, S5=5, S6=2 and overall missingness 0.00%."
vuho146,5,2,3,"The student answered 57 items with low accuracy (0.61 proportion correct). Their responses are slow on average (mean response time 19.52 seconds) and highly variable in timing (response-time variance 338.27, coefficient of variation 0.94). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46). They have subject marks: S1=12, S2=19, S3=3, S5=6, S6=5 and overall missingness 6.95%."
nysa238,3,4,3,"The student answered 57 items with low accuracy (0.53 proportion correct). Their responses are slow on average (mean response time 25.55 seconds) and highly variable in timing (response-time variance 579.71, coefficient of variation 0.94). They have a moderate longest correct streak (13 in a row) and a long longest incorrect streak (9 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41). They have subject marks: S1=10, S2=18, S3=3, S5=3, S6=4 and overall missingness 1.74%."
doza768,4,5,3,"The student answered 57 items with low accuracy (0.61 proportion correct). Their responses are slow on average (mean response time 33.16 seconds) and highly variable in timing (response-time variance 786.72, coefficient of variation 0.85). They have a short longest correct streak (6 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.39). They have subject marks: S1=7, S2=25, S3=3, S5=3, S6=2 and overall missingness 0.00%."
mybu425,5,0,4,"The student answered 57 items with medium accuracy (0.68 proportion correct). Their responses are moderate on average (mean response time 16.76 seconds) and highly variable in timing (response-time variance 505.04, coefficient of variation 1.34). They have a moderate longest correct streak (13 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55). They have subject marks: S1=12, S2=30, S3=2, S5=3, S6=2 and overall missingness 0.00%."
dila385,6,0,4,"The student answered 57 items with medium accuracy (0.72 proportion correct). Their responses are moderate on average (mean response time 17.15 seconds) and moderately variable in timing (response-time variance 305.09, coefficient of variation 1.02). They have a moderate longest correct streak (13 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61). They have subject marks: S1=14, S2=27, S3=3, S5=5, S6=4 and overall missingness 0.00%."
bajo794,6,3,4,"The student answered 57 items with medium accuracy (0.75 proportion correct). Their responses are moderate on average (mean response time 18.01 seconds) and moderately variable in timing (response-time variance 199.35, coefficient of variation 0.78). They have a moderate longest correct streak (17 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61). They have subject marks: S1=14, S2=30, S3=4, S5=2, S6=4 and overall missingness 0.00%."
neku787,6,3,4,"The student answered 57 items with medium accuracy (0.77 proportion correct). Their responses are moderate on average (mean response time 17.64 seconds) and moderately variable in timing (response-time variance 269.52, coefficient of variation 0.93). They have a moderate longest correct streak (12 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64). They have subject marks: S1=11, S2=27, S3=4, S5=7, S6=4 and overall missingness 0.00%."
laze716,5,0,4,"The student answered 57 items with medium accuracy (0.70 proportion correct). Their responses are moderate on average (mean response time 19.04 seconds) and highly variable in timing (response-time variance 336.20, coefficient of variation 0.96). They have a moderate longest correct streak (15 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59). They have subject marks: S1=9, S2=24, S3=3, S5=7, S6=5 and overall missingness 0.00%."
pivi588,1,7,5,"The student answered 57 items with high accuracy (0.91 proportion correct). Their responses are moderate on average (mean response time 17.59 seconds) and highly variable in timing (response-time variance 476.24, coefficient of variation 1.24). They have a long longest correct streak (23 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.86). They have subject marks: S1=16, S2=34, S3=5, S5=4, S6=7 and overall missingness 0.00%."
pyqy867,6,3,5,"The student answered 57 items with high accuracy (0.79 proportion correct). Their responses are moderate on average (mean response time 17.57 seconds) and moderately variable in timing (response-time variance 215.20, coefficient of variation 0.83). They have a moderate longest correct streak (12 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62). They have subject marks: S1=11, S2=31, S3=5, S5=6, S6=1 and overall missingness 0.00%."
cani065,6,3,5,"The student answered 57 items with high accuracy (0.79 proportion correct). Their responses are moderate on average (mean response time 18.96 seconds) and moderately variable in timing (response-time variance 169.10, coefficient of variation 0.69). They have a long longest correct streak (21 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64). They have subject marks: S1=10, S2=27, S3=3, S5=7, S6=6 and overall missingness 0.00%."
jese656,0,1,5,"The student answered 57 items with high accuracy (0.81 proportion correct). Their responses are moderate on average (mean response time 18.83 seconds) and moderately variable in timing (response-time variance 280.20, coefficient of variation 0.89). They have a moderate longest correct streak (16 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70). They have subject marks: S1=11, S2=28, S3=5, S5=5, S6=6 and overall missingness 0.00%."
sesi698,0,1,5,"The student answered 57 items with high accuracy (0.81 proportion correct). Their responses are moderate on average (mean response time 15.21 seconds) and moderately variable in timing (response-time variance 185.60, coefficient of variation 0.90). They have a long longest correct streak (21 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.68). They have subject marks: S1=10, S2=30, S3=5, S5=6, S6=3 and overall missingness 0.00%."
weda047,0,1,6,"The student answered 57 items with high accuracy (0.84 proportion correct). Their responses are fast on average (mean response time 12.28 seconds) and moderately variable in timing (response-time variance 193.99, coefficient of variation 1.13). They have a long longest correct streak (26 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.73). They have subject marks: S1=11, S2=32, S3=5, S5=5, S6=4 and overall missingness 0.00%."
kuqy630,6,3,6,"The student answered 57 items with high accuracy (0.79 proportion correct). Their responses are slow on average (mean response time 25.61 seconds) and highly variable in timing (response-time variance 638.33, coefficient of variation 0.99). They have a moderate longest correct streak (12 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64). They have subject marks: S1=12, S2=31, S3=5, S5=4, S6=4 and overall missingness 0.00%."
hiwu738,0,1,6,"The student answered 57 items with high accuracy (0.82 proportion correct). Their responses are fast on average (mean response time 14.47 seconds) and moderately variable in timing (response-time variance 231.12, coefficient of variation 1.05). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71). They have subject marks: S1=12, S2=29, S3=4, S5=6, S6=6 and overall missingness 0.00%."
zucy684,6,3,6,"The student answered 57 items with high accuracy (0.79 proportion correct). Their responses are slow on average (mean response time 27.90 seconds) and highly variable in timing (response-time variance 812.11, coefficient of variation 1.02). They have a long longest correct streak (21 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70). They have subject marks: S1=9, S2=30, S3=3, S5=7, S6=3 and overall missingness 0.00%."
loxu319,1,7,6,"The student answered 57 items with high accuracy (0.89 proportion correct). Their responses are slow on average (mean response time 19.75 seconds) and moderately variable in timing (response-time variance 229.89, coefficient of variation 0.77). They have a long longest correct streak (30 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.84). They have subject marks: S1=12, S2=33, S3=5, S5=7, S6=4 and overall missingness 0.00%."
syvi476,2,8,7,"The student answered 57 items with low accuracy (0.39 proportion correct). Their responses are fast on average (mean response time 10.26 seconds) and stable in timing (response-time variance 73.11, coefficient of variation 0.83). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (11 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.23). They have subject marks: S1=8, S2=14, S3=2, S5=2, S6=4 and overall missingness 0.00%."
nuhi137,3,4,7,"The student answered 57 items with low accuracy (0.53 proportion correct). Their responses are fast on average (mean response time 13.85 seconds) and stable in timing (response-time variance 95.40, coefficient of variation 0.71). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.36). They have subject marks: S1=10, S2=24, S3=1, S5=3, S6=2 and overall missingness 0.00%."
gery678,2,6,7,"The student answered 57 items with low accuracy (0.35 proportion correct). Their responses are fast on average (mean response time 14.39 seconds) and stable in timing (response-time variance 54.11, coefficient of variation 0.51). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (26 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25). They have subject marks: S1=6, S2=13, S3=0, S5=4, S6=3 and overall missingness 46.89%."
kojo378,3,4,7,"The student answered 57 items with low accuracy (0.46 proportion correct). Their responses are fast on average (mean response time 13.20 seconds) and stable in timing (response-time variance 110.96, coefficient of variation 0.80). They have a short longest correct streak (5 in a row) and a long longest incorrect streak (12 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.27). They have subject marks: S1=6, S2=19, S3=2, S5=4, S6=0 and overall missingness 5.21%."
ninu744,2,8,7,"The student answered 57 items with low accuracy (0.39 proportion correct). Their responses are fast on average (mean response time 13.39 seconds) and stable in timing (response-time variance 68.46, coefficient of variation 0.62). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25). They have subject marks: S1=2, S2=19, S3=0, S5=3, S6=0 and overall missingness 1.74%."
zoka501,5,0,8,"The student answered 57 items with medium accuracy (0.67 proportion correct). Their responses are moderate on average (mean response time 15.80 seconds) and stable in timing (response-time variance 109.20, coefficient of variation 0.66). They have a moderate longest correct streak (15 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50). They have subject marks: S1=7, S2=20, S3=5, S5=5, S6=5 and overall missingness 0.00%."
gola051,5,0,8,"The student answered 57 items with medium accuracy (0.67 proportion correct). Their responses are fast on average (mean response time 13.35 seconds) and stable in timing (response-time variance 52.29, coefficient of variation 0.54). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54). They have subject marks: S1=9, S2=24, S3=4, S5=3, S6=5 and overall missingness 0.00%."
punu537,5,0,8,"The student answered 57 items with medium accuracy (0.67 proportion correct). Their responses are fast on average (mean response time 12.13 seconds) and stable in timing (response-time variance 95.69, coefficient of variation 0.81). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54). They have subject marks: S1=5, S2=28, S3=4, S5=4, S6=2 and overall missingness 6.95%."
jemy201,5,0,8,"The student answered 57 items with medium accuracy (0.68 proportion correct). Their responses are fast on average (mean response time 14.23 seconds) and stable in timing (response-time variance 109.42, coefficient of variation 0.74). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55). They have subject marks: S1=8, S2=29, S3=4, S5=5, S6=1 and overall missingness 0.00%."
kebi083,6,3,8,"The student answered 57 items with medium accuracy (0.75 proportion correct). Their responses are fast on average (mean response time 10.98 seconds) and stable in timing (response-time variance 68.70, coefficient of variation 0.76). They have a moderate longest correct streak (17 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59). They have subject marks: S1=8, S2=24, S3=5, S5=7, S6=5 and overall missingness 3.47%."
pymu787,3,4,9,"The student answered 57 items with low accuracy (0.58 proportion correct). Their responses are moderate on average (mean response time 19.42 seconds) and highly variable in timing (response-time variance 720.56, coefficient of variation 1.38). They have a moderate longest correct streak (17 in a row) and a long longest incorrect streak (16 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.48). They have subject marks: S1=11, S2=20, S3=3, S5=5, S6=3 and overall missingness 0.00%."
dugu064,3,4,9,"The student answered 57 items with low accuracy (0.49 proportion correct). Their responses are moderate on average (mean response time 19.18 seconds) and highly variable in timing (response-time variance 461.81, coefficient of variation 1.12). They have a moderate longest correct streak (15 in a row) and a long longest incorrect streak (9 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.38). They have subject marks: S1=1, S2=17, S3=4, S5=4, S6=3 and overall missingness 3.47%."
qisu640,3,4,9,"The student answered 57 items with low accuracy (0.53 proportion correct). Their responses are moderate on average (mean response time 14.70 seconds) and highly variable in timing (response-time variance 484.54, coefficient of variation 1.50). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.34). They have subject marks: S1=9, S2=17, S3=3, S5=6, S6=2 and overall missingness 12.16%."
dyva324,3,4,9,"The student answered 57 items with low accuracy (0.46 proportion correct). Their responses are moderate on average (mean response time 16.97 seconds) and moderately variable in timing (response-time variance 163.85, coefficient of variation 0.75). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25). They have subject marks: S1=10, S2=16, S3=3, S5=5, S6=2 and overall missingness 13.89%."
fuxa711,3,2,9,"The student answered 57 items with low accuracy (0.58 proportion correct). Their responses are moderate on average (mean response time 17.50 seconds) and moderately variable in timing (response-time variance 192.22, coefficient of variation 0.79). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41). They have subject marks: S1=8, S2=24, S3=4, S5=4, S6=1 and overall missingness 5.21%."
