IDCode,gmm_bic_best_label,gmm_aic_best_label,gmm_aicc_best_label,narrative_best_label,narrative_text
rihi168,2,3,0,6,"The student answered 57 items with low accuracy (42.11% proportion correct). Their responses are slow on average (mean response time 22.01 seconds) and highly variable in timing (response-time variance 859.64, coefficient of variation 1.33). They have a short longest correct streak (4 in a row) and a long longest incorrect streak (14 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.20)."
kofa904,4,3,0,6,"The student answered 57 items with low accuracy (47.37% proportion correct). Their responses are slow on average (mean response time 21.89 seconds) and highly variable in timing (response-time variance 617.62, coefficient of variation 1.14). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.30)."
muvo194,4,3,0,6,"The student answered 57 items with low accuracy (54.39% proportion correct). Their responses are slow on average (mean response time 28.01 seconds) and highly variable in timing (response-time variance 658.17, coefficient of variation 0.92). They have a short longest correct streak (10 in a row) and a long longest incorrect streak (15 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.38)."
kyzy131,4,4,3,7,"The student answered 57 items with low accuracy (52.63% proportion correct). Their responses are moderate on average (mean response time 18.32 seconds) and moderately variable in timing (response-time variance 228.06, coefficient of variation 0.82). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (7 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.34)."
karo919,4,4,0,7,"The student answered 57 items with low accuracy (43.86% proportion correct). Their responses are moderate on average (mean response time 16.25 seconds) and moderately variable in timing (response-time variance 255.81, coefficient of variation 0.98). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (9 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.30)."
xyfe491,4,4,0,7,"The student answered 57 items with low accuracy (42.11% proportion correct). Their responses are moderate on average (mean response time 15.06 seconds) and moderately variable in timing (response-time variance 157.49, coefficient of variation 0.83). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.21)."
nise834,2,1,0,7,"The student answered 57 items with low accuracy (26.32% proportion correct). Their responses are moderate on average (mean response time 15.34 seconds) and moderately variable in timing (response-time variance 170.05, coefficient of variation 0.85). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (21 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.18)."
cave700,4,4,3,7,"The student answered 57 items with low accuracy (52.63% proportion correct). Their responses are moderate on average (mean response time 15.13 seconds) and moderately variable in timing (response-time variance 230.01, coefficient of variation 1.00). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (9 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
xiza150,4,4,0,8,"The student answered 57 items with low accuracy (49.12% proportion correct). Their responses are fast on average (mean response time 12.46 seconds) and stable in timing (response-time variance 71.66, coefficient of variation 0.68). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.39)."
cozi663,4,4,0,8,"The student answered 57 items with low accuracy (42.11% proportion correct). Their responses are fast on average (mean response time 8.76 seconds) and stable in timing (response-time variance 69.67, coefficient of variation 0.95). They have a short longest correct streak (4 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.12)."
mude815,2,1,0,8,"The student answered 57 items with low accuracy (31.58% proportion correct). Their responses are fast on average (mean response time 9.63 seconds) and stable in timing (response-time variance 69.79, coefficient of variation 0.87). They have a short longest correct streak (4 in a row) and a long longest incorrect streak (15 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.16)."
ninu744,2,4,0,8,"The student answered 57 items with low accuracy (38.60% proportion correct). Their responses are fast on average (mean response time 13.39 seconds) and stable in timing (response-time variance 68.46, coefficient of variation 0.62). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25)."
lota555,2,1,0,8,"The student answered 57 items with low accuracy (28.07% proportion correct). Their responses are fast on average (mean response time 12.90 seconds) and stable in timing (response-time variance 92.55, coefficient of variation 0.75). They have a short longest correct streak (3 in a row) and a long longest incorrect streak (14 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.12)."
