IDCode,index,narrative_gmm_bic_best_label,narrative_best_label
xamy327,142,0,0
cogu074,143,2,2
rapo615,144,9,9
zady580,145,9,9
nujo284,146,0,0
syzu625,147,0,0
myte214,148,3,3
tyzo440,149,9,9
vyzo298,150,6,6
hiwu589,151,4,4
sazy810,152,5,5
turi097,153,3,3
foji729,154,7,7
dexe201,155,5,5
dosu709,156,2,2
doxe392,157,9,9
culu497,158,0,0
lije367,159,2,2
vice024,160,6,6
kapy740,161,5,5
vudi262,162,4,4
tuza510,163,8,8
tubo945,164,2,2
bofi323,165,0,0
zeji633,166,9,9
bowo488,167,4,4
pipo687,168,9,9
core934,169,3,3
dedu084,170,4,4
lowa532,171,4,4
zuha759,172,9,9
qafu966,173,9,9
lobo127,174,0,0
homa046,175,9,9
keno764,176,1,1
habe142,177,3,3
joti731,178,6,6
reve265,179,7,7
cyca115,180,2,2
rawo522,181,5,5
pogi169,182,2,2
vepi727,183,3,3
risy585,184,1,1
fefu774,185,6,6
wyxo615,186,5,5
ciby707,187,2,2
xuvy948,188,5,5
ravy196,189,5,5
loge702,190,3,3
viry492,191,0,0
gowa049,192,5,5
vyva107,193,7,7
duxo262,194,7,7
peto053,195,2,2
difi858,196,2,2
xoru423,197,0,0
wizy437,198,5,5
kuge219,199,5,5
hazu473,200,3,3
gono087,201,0,0
vury347,202,3,3
copo281,203,4,4
heda014,204,5,5
powu461,205,2,2
peqa279,206,5,5
lufy687,207,4,4
koze985,208,2,2
hadi890,209,7,7
recu163,210,2,2
xyzi642,211,2,2
nejy388,212,9,9
tezy480,213,7,7
nawu690,214,3,3
mofe780,215,9,9
nily317,216,9,9
roho333,217,4,4
xime971,218,8,8
muqo157,219,9,9
riby296,220,7,7
pala257,221,3,3
tuby409,222,5,5
hoxo855,223,4,4
qixy634,224,2,2
niri091,225,3,3
lazi600,226,7,7
qedo478,227,8,8
ruhu758,228,2,2
cima563,229,2,2
lyzy104,230,4,4
xafy802,231,3,3
bacy598,232,1,1
kexi927,233,1,1
cumo221,234,5,5
kami789,235,8,8
zoko875,236,7,7
sina926,237,7,7
fise899,238,0,0
cija437,239,7,7
manu258,240,2,2
zuwa573,241,3,3
joxi410,242,4,4
muta539,243,6,6
reqy562,244,2,2
doxe492,245,5,5
gylu244,246,1,1
maxy370,247,5,5
ryko512,248,2,2
kula014,249,5,5
jeqy595,250,8,8
guva627,251,7,7
lohy238,252,5,5
cobi870,253,0,0
giki066,254,6,6
hywy001,255,7,7
feji918,256,5,5
luli756,257,7,7
wumu083,258,2,2
cyga680,259,7,7
buvy316,260,0,0
rejy122,261,5,5
dusi300,262,5,5
howe436,263,5,5
ropi792,264,6,6
jemy300,265,7,7
qexo432,266,3,3
kyso927,267,2,2
cozi663,268,1,1
vani542,269,3,3
kaxu871,270,5,5
moku835,271,7,7
cahe192,272,6,6
feso129,273,7,7
tufa140,274,6,6
zigi489,275,1,1
dahi696,276,6,6
quhe482,277,1,1
taxa827,278,7,7
vuga321,279,7,7
nycu731,280,6,6
raxy329,281,0,0
nyfe489,282,5,5
texu966,283,1,1
kifo712,284,1,1
pajo050,285,0,0
hefy659,286,1,1
tujy672,287,7,7
cyfe247,288,1,1
xori482,289,7,7
raje697,290,5,5
biwu043,291,7,7
cylu852,292,0,0
fode209,293,0,0
woju333,294,0,0
saca329,295,5,5
jizi110,296,3,3
vyxi492,297,2,2
xehy451,298,0,0
feke878,299,8,8
rozu771,300,0,0
duvi856,301,5,5
nexu635,302,3,3
cozi454,303,4,4
saze236,304,0,0
quzy338,305,3,3
lula174,306,5,5
buzo685,307,8,8
huby293,308,2,2
dyhi182,309,0,0
tatu362,310,2,2
bene344,311,0,0
keho061,312,8,8
vyxy108,313,3,3
zusa663,314,5,5
nehe056,315,2,2
myve834,316,2,2
tyhy481,317,4,4
sati762,318,0,0
biku776,319,8,8
wify666,320,5,5
sony276,321,5,5
tusi463,322,3,3
baco446,323,1,1
coni238,324,7,7
tuvu087,325,1,1
vuci475,326,7,7
seto741,327,1,1
jewe923,328,7,7
jaqy340,329,3,3
pubu440,330,1,1
gyjy255,331,7,7
zyte492,332,5,5
ruco451,333,3,3
loda300,334,7,7
moly152,335,1,1
cuba307,336,3,3
jupo405,337,1,1
xuke183,338,7,7
mado232,339,4,4
zafy372,340,7,7
gyly160,341,1,1
tapi010,342,1,1
gelu604,343,6,6
qiqi041,344,7,7
ratu271,345,0,0
kyqu130,346,6,6
lucu601,347,6,6
kama922,348,3,3
zoma564,349,7,7
puju088,350,0,0
jufy997,351,5,5
wyja070,352,3,3
dasy955,353,7,7
wyki565,354,1,1
garu074,355,7,7
qyxy586,356,5,5
kegi864,357,2,2
gyge774,358,0,0
vyda893,359,1,1
vuvy608,360,5,5
vizo712,361,7,7
givi158,362,9,9
caro445,363,5,5
nene689,364,5,5
ryfy568,365,1,1
johy783,366,9,9
sulo956,367,4,4
gony054,368,5,5
puca767,369,0,0
baky109,370,1,1
mabo887,371,3,3
cona428,372,5,5
lilo882,373,3,3
gycy436,374,3,3
jyri631,375,2,2
safu128,376,2,2
fore104,377,5,5
zabe850,378,5,5
woci389,379,0,0
kygi723,380,2,2
qejy219,381,5,5
jago498,382,5,5
buby593,383,6,6
dapu822,384,5,5
sugu976,385,1,1
wuxa997,386,0,0
tiqy778,387,6,6
xyfe491,388,8,8
ryhy064,389,5,5
kufi222,390,7,7
xaja332,391,3,3
fofa613,392,1,1
viba035,393,8,8
qewy924,394,7,7
pytu496,395,3,3
tosa657,396,7,7
keri121,397,6,6
bofi991,398,8,8
bihi184,399,1,1
piro376,400,0,0
zejy480,401,4,4
zapy404,402,4,4
lusi512,403,0,0
sedo490,404,1,1
davu999,405,3,3
buby236,406,4,4
weru214,407,7,7
tyly265,408,9,9
nise834,409,8,8
voxy002,410,1,1
fypi681,411,0,0
xopa120,412,1,1
wari483,413,0,0
kegy317,414,0,0
geka905,415,0,0
lore323,416,1,1
vane668,417,2,2
zuxy510,418,1,1
masu336,419,7,7
xise560,420,3,3
zomi496,421,9,9
lilu285,422,9,9
heqi003,423,9,9
jise415,424,6,6
vabe169,425,5,5
kofa904,426,9,9
peqo117,427,1,1
gaho243,428,3,3
mude815,429,1,1
raxe285,430,7,7
qami382,431,5,5
bebo956,432,4,4
cofi309,433,2,2
buqe642,434,5,5
vuzo690,435,0,0
posy958,436,5,5
gaga585,437,7,7
vopa930,438,3,3
xutu412,439,5,5
doxi119,440,4,4
feqy379,441,7,7
xypo299,442,4,4
gahu141,443,7,7
kyse146,444,5,5
sedi312,445,7,7
nasi298,446,5,5
naky151,447,9,9
koqa816,448,5,5
sila763,449,7,7
pody147,450,2,2
voza333,451,7,7
tiro932,452,3,3
wujy562,453,5,5
hamu369,454,2,2
nape687,455,9,9
gevi782,456,0,0
qoha890,457,6,6
fili803,458,6,6
puce552,459,1,1
buny935,460,7,7
pimi228,461,8,8
kyjo289,462,0,0
bepo134,463,7,7
kise589,464,2,2
remi231,465,4,4
qyjo579,466,0,0
cyhu257,467,1,1
diha837,468,3,3
ware232,469,2,2
hyge979,470,5,5
biqe951,471,3,3
jide437,472,5,5
zipu412,473,6,6
vate767,474,5,5
mefy253,475,5,5
qafe413,476,1,1
lota555,477,1,1
mecu237,478,3,3
cidy099,479,6,6
xoba600,480,5,5
joce161,481,1,1
kywu572,482,6,6
jefi901,483,7,7
mari840,484,0,0
nypy058,485,7,7
rino885,486,7,7
maju644,487,4,4
qosy291,488,7,7
posy537,489,6,6
xoki390,490,4,4
fagi164,491,1,1
zozy719,492,5,5
bopa107,493,6,6
jyly989,494,1,1
togu404,495,7,7
gosa272,496,8,8
fovo989,497,5,5
sira606,498,7,7
loby351,499,3,3
fike806,500,7,7
fafe171,501,9,9
zyvo780,502,7,7
xune455,503,3,3
vamu972,504,2,2
suzo040,505,8,8
wype120,506,3,3
jicu869,507,1,1
wero373,508,7,7
juqo313,509,7,7
vexo008,510,9,9
punu787,511,4,4
tomo782,512,1,1
cupe992,513,8,8
kyjo535,514,7,7
raja244,515,3,3
pino324,516,0,0
qutu379,517,8,8
nolu547,518,4,4
cape571,519,1,1
coma628,520,3,3
mida684,521,2,2
gaqe214,522,7,7
pufe463,523,2,2
fifa517,524,7,7
wuzy577,525,6,6
sire515,526,2,2
xyhi085,527,7,7
nexy906,528,6,6
pyzi618,529,2,2
muku118,530,7,7
kewi488,531,7,7
xafu780,532,1,1
wowy820,533,4,4
ryzo168,534,3,3
xavy753,535,9,9
deje129,536,4,4
