IDCode,gmm_bic_best_label,gmm_aic_best_label,narrative_best_label,narrative_text
paxi044,2,6,3,The student answered 57 items with a low number of correct answers (9 correct). Their responses are fast on average (mean response time 13.81 seconds) and highly variable in timing (response-time variance 517.59). They have a short longest correct streak (3 in a row) and a long longest incorrect streak (28 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.05).
node314,5,5,3,The student answered 57 items with a low number of correct answers (36 correct). Their responses are slow on average (mean response time 27.08 seconds) and highly variable in timing (response-time variance 636.90). They have a moderate longest correct streak (14 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46).
vuho146,5,2,3,The student answered 57 items with a low number of correct answers (35 correct). Their responses are slow on average (mean response time 19.52 seconds) and highly variable in timing (response-time variance 338.27). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46).
nysa238,3,4,3,The student answered 57 items with a low number of correct answers (30 correct). Their responses are slow on average (mean response time 25.55 seconds) and highly variable in timing (response-time variance 579.71). They have a moderate longest correct streak (13 in a row) and a long longest incorrect streak (9 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41).
doza768,4,5,3,The student answered 57 items with a low number of correct answers (35 correct). Their responses are slow on average (mean response time 33.16 seconds) and highly variable in timing (response-time variance 786.72). They have a short longest correct streak (6 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.39).
zoka501,5,0,4,The student answered 57 items with a medium number of correct answers (38 correct). Their responses are moderate on average (mean response time 15.80 seconds) and stable in timing (response-time variance 109.20). They have a moderate longest correct streak (15 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50).
mybu425,5,0,4,The student answered 57 items with a medium number of correct answers (39 correct). Their responses are moderate on average (mean response time 16.76 seconds) and highly variable in timing (response-time variance 505.04). They have a moderate longest correct streak (13 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55).
pyqy867,6,3,4,The student answered 57 items with a high number of correct answers (45 correct). Their responses are moderate on average (mean response time 17.57 seconds) and moderately variable in timing (response-time variance 215.20). They have a moderate longest correct streak (12 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62).
dila385,6,0,4,The student answered 57 items with a medium number of correct answers (41 correct). Their responses are moderate on average (mean response time 17.15 seconds) and moderately variable in timing (response-time variance 305.09). They have a moderate longest correct streak (13 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61).
bajo794,6,3,4,The student answered 57 items with a medium number of correct answers (43 correct). Their responses are moderate on average (mean response time 18.01 seconds) and moderately variable in timing (response-time variance 199.35). They have a moderate longest correct streak (17 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61).
syvi476,2,8,5,The student answered 57 items with a low number of correct answers (22 correct). Their responses are fast on average (mean response time 10.26 seconds) and stable in timing (response-time variance 73.11). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (11 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.23).
nuhi137,3,4,5,The student answered 57 items with a low number of correct answers (30 correct). Their responses are fast on average (mean response time 13.85 seconds) and stable in timing (response-time variance 95.40). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.36).
gery678,2,6,5,The student answered 57 items with a low number of correct answers (20 correct). Their responses are fast on average (mean response time 14.39 seconds) and stable in timing (response-time variance 54.11). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (26 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25).
kojo378,3,4,5,The student answered 57 items with a low number of correct answers (26 correct). Their responses are fast on average (mean response time 13.20 seconds) and stable in timing (response-time variance 110.96). They have a short longest correct streak (5 in a row) and a long longest incorrect streak (12 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.27).
ninu744,2,8,5,The student answered 57 items with a low number of correct answers (22 correct). Their responses are fast on average (mean response time 13.39 seconds) and stable in timing (response-time variance 68.46). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25).
pivi588,1,7,6,The student answered 57 items with a high number of correct answers (52 correct). Their responses are moderate on average (mean response time 17.59 seconds) and highly variable in timing (response-time variance 476.24). They have a long longest correct streak (23 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.86).
tepu554,0,1,6,The student answered 57 items with a high number of correct answers (47 correct). Their responses are moderate on average (mean response time 18.45 seconds) and stable in timing (response-time variance 101.47). They have a long longest correct streak (20 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71).
cani065,6,3,6,The student answered 57 items with a high number of correct answers (45 correct). Their responses are moderate on average (mean response time 18.96 seconds) and moderately variable in timing (response-time variance 169.10). They have a long longest correct streak (21 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64).
jaxe723,0,1,6,The student answered 57 items with a high number of correct answers (46 correct). Their responses are moderate on average (mean response time 14.85 seconds) and stable in timing (response-time variance 106.63). They have a moderate longest correct streak (14 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.68).
jese656,0,1,6,The student answered 57 items with a high number of correct answers (46 correct). Their responses are moderate on average (mean response time 18.83 seconds) and moderately variable in timing (response-time variance 280.20). They have a moderate longest correct streak (16 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70).
zucy684,6,3,7,The student answered 57 items with a high number of correct answers (45 correct). Their responses are slow on average (mean response time 27.90 seconds) and highly variable in timing (response-time variance 812.11). They have a long longest correct streak (21 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70).
loxu319,1,7,7,The student answered 57 items with a high number of correct answers (51 correct). Their responses are slow on average (mean response time 19.75 seconds) and moderately variable in timing (response-time variance 229.89). They have a long longest correct streak (30 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.84).
ciky680,0,1,7,The student answered 57 items with a high number of correct answers (47 correct). Their responses are slow on average (mean response time 21.88 seconds) and moderately variable in timing (response-time variance 176.86). They have a long longest correct streak (20 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71).
vihu826,0,9,7,The student answered 57 items with a high number of correct answers (45 correct). Their responses are slow on average (mean response time 32.40 seconds) and highly variable in timing (response-time variance 1505.21). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66).
syco853,1,9,7,The student answered 57 items with a high number of correct answers (50 correct). Their responses are slow on average (mean response time 28.78 seconds) and highly variable in timing (response-time variance 936.98). They have a long longest correct streak (23 in a row) and a short longest incorrect streak (1 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.79).
tywo507,0,1,8,The student answered 57 items with a high number of correct answers (47 correct). Their responses are fast on average (mean response time 12.15 seconds) and stable in timing (response-time variance 139.36). They have a moderate longest correct streak (17 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71).
gola051,5,0,8,The student answered 57 items with a medium number of correct answers (38 correct). Their responses are fast on average (mean response time 13.35 seconds) and stable in timing (response-time variance 52.29). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54).
punu537,5,0,8,The student answered 57 items with a medium number of correct answers (38 correct). Their responses are fast on average (mean response time 12.13 seconds) and stable in timing (response-time variance 95.69). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54).
jyma323,6,3,8,The student answered 57 items with a medium number of correct answers (44 correct). Their responses are fast on average (mean response time 13.42 seconds) and moderately variable in timing (response-time variance 197.16). They have a long longest correct streak (19 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62).
jemy201,5,0,8,The student answered 57 items with a medium number of correct answers (39 correct). Their responses are fast on average (mean response time 14.23 seconds) and stable in timing (response-time variance 109.42). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55).
weda047,0,1,9,The student answered 57 items with a high number of correct answers (48 correct). Their responses are fast on average (mean response time 12.28 seconds) and moderately variable in timing (response-time variance 193.99). They have a long longest correct streak (26 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.73).
hiwu738,0,1,9,The student answered 57 items with a high number of correct answers (47 correct). Their responses are fast on average (mean response time 14.47 seconds) and moderately variable in timing (response-time variance 231.12). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71).
sejy814,0,1,9,The student answered 57 items with a high number of correct answers (47 correct). Their responses are fast on average (mean response time 13.52 seconds) and moderately variable in timing (response-time variance 173.68). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71).
tebo981,0,1,9,The student answered 57 items with a high number of correct answers (48 correct). Their responses are fast on average (mean response time 14.34 seconds) and moderately variable in timing (response-time variance 174.30). They have a long longest correct streak (31 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71).
nupy082,0,1,9,The student answered 57 items with a high number of correct answers (47 correct). Their responses are fast on average (mean response time 13.92 seconds) and highly variable in timing (response-time variance 355.49). They have a long longest correct streak (26 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.73).
