IDCode,gmm_bic_best_label,gmm_aic_best_label,narrative_best_label,narrative_text
hyku415,5,7,2,"The student answered 57 items with medium accuracy (0.74 proportion correct). Their responses are slow on average (mean response time 29.43 seconds) and highly variable in timing (response-time variance 1214.94, coefficient of variation 1.18). They have a long longest correct streak (25 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
kisa730,5,7,2,"The student answered 57 items with medium accuracy (0.74 proportion correct). Their responses are slow on average (mean response time 33.55 seconds) and highly variable in timing (response-time variance 1450.05, coefficient of variation 1.14). They have a moderate longest correct streak (15 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
bejy525,0,0,2,"The student answered 57 items with medium accuracy (0.70 proportion correct). Their responses are slow on average (mean response time 22.32 seconds) and highly variable in timing (response-time variance 496.16, coefficient of variation 1.00). They have a long longest correct streak (18 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59)."
xoky149,0,5,2,"The student answered 57 items with medium accuracy (0.67 proportion correct). Their responses are slow on average (mean response time 20.52 seconds) and highly variable in timing (response-time variance 489.20, coefficient of variation 1.08). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.52)."
huho039,5,0,2,"The student answered 57 items with medium accuracy (0.77 proportion correct). Their responses are slow on average (mean response time 24.46 seconds) and highly variable in timing (response-time variance 738.96, coefficient of variation 1.11). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70)."
pymu787,5,8,3,"The student answered 57 items with low accuracy (0.58 proportion correct). Their responses are moderate on average (mean response time 19.42 seconds) and highly variable in timing (response-time variance 720.56, coefficient of variation 1.38). They have a moderate longest correct streak (17 in a row) and a long longest incorrect streak (16 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.48)."
dugu064,4,3,3,"The student answered 57 items with low accuracy (0.49 proportion correct). Their responses are moderate on average (mean response time 19.18 seconds) and highly variable in timing (response-time variance 461.81, coefficient of variation 1.12). They have a moderate longest correct streak (15 in a row) and a long longest incorrect streak (9 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.38)."
qisu640,4,8,3,"The student answered 57 items with low accuracy (0.53 proportion correct). Their responses are moderate on average (mean response time 14.70 seconds) and highly variable in timing (response-time variance 484.54, coefficient of variation 1.50). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.34)."
fari709,2,1,3,"The student answered 57 items with low accuracy (0.28 proportion correct). Their responses are moderate on average (mean response time 17.35 seconds) and stable in timing (response-time variance 136.60, coefficient of variation 0.67). They have a short longest correct streak (4 in a row) and a long longest incorrect streak (23 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.12)."
najy705,4,4,3,"The student answered 57 items with low accuracy (0.58 proportion correct). Their responses are moderate on average (mean response time 15.62 seconds) and stable in timing (response-time variance 57.20, coefficient of variation 0.48). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (14 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.43)."
tywo507,3,6,4,"The student answered 57 items with high accuracy (0.82 proportion correct). Their responses are fast on average (mean response time 12.15 seconds) and stable in timing (response-time variance 139.36, coefficient of variation 0.97). They have a moderate longest correct streak (17 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
boqe999,1,6,4,"The student answered 57 items with high accuracy (0.84 proportion correct). Their responses are fast on average (mean response time 13.78 seconds) and stable in timing (response-time variance 65.66, coefficient of variation 0.59). They have a long longest correct streak (36 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.75)."
dero258,3,6,4,"The student answered 57 items with high accuracy (0.81 proportion correct). Their responses are fast on average (mean response time 9.84 seconds) and stable in timing (response-time variance 66.83, coefficient of variation 0.83). They have a long longest correct streak (23 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
xohi599,3,9,4,"The student answered 57 items with high accuracy (0.79 proportion correct). Their responses are fast on average (mean response time 12.00 seconds) and stable in timing (response-time variance 93.05, coefficient of variation 0.80). They have a moderate longest correct streak (14 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66)."
bevi590,3,6,4,"The student answered 57 items with high accuracy (0.81 proportion correct). Their responses are fast on average (mean response time 8.30 seconds) and stable in timing (response-time variance 28.16, coefficient of variation 0.64). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70)."
gola051,0,5,5,"The student answered 57 items with medium accuracy (0.67 proportion correct). Their responses are fast on average (mean response time 13.35 seconds) and stable in timing (response-time variance 52.29, coefficient of variation 0.54). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
punu537,0,5,5,"The student answered 57 items with medium accuracy (0.67 proportion correct). Their responses are fast on average (mean response time 12.13 seconds) and stable in timing (response-time variance 95.69, coefficient of variation 0.81). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
jyma323,3,0,5,"The student answered 57 items with medium accuracy (0.77 proportion correct). Their responses are fast on average (mean response time 13.42 seconds) and moderately variable in timing (response-time variance 197.16, coefficient of variation 1.05). They have a long longest correct streak (19 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
jemy201,0,5,5,"The student answered 57 items with medium accuracy (0.68 proportion correct). Their responses are fast on average (mean response time 14.23 seconds) and stable in timing (response-time variance 109.42, coefficient of variation 0.74). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
kebi083,3,9,5,"The student answered 57 items with medium accuracy (0.75 proportion correct). Their responses are fast on average (mean response time 10.98 seconds) and stable in timing (response-time variance 68.70, coefficient of variation 0.76). They have a moderate longest correct streak (17 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59)."
weda047,1,6,6,"The student answered 57 items with high accuracy (0.84 proportion correct). Their responses are fast on average (mean response time 12.28 seconds) and moderately variable in timing (response-time variance 193.99, coefficient of variation 1.13). They have a long longest correct streak (26 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.73)."
hiwu738,3,6,6,"The student answered 57 items with high accuracy (0.82 proportion correct). Their responses are fast on average (mean response time 14.47 seconds) and moderately variable in timing (response-time variance 231.12, coefficient of variation 1.05). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
sejy814,3,6,6,"The student answered 57 items with high accuracy (0.82 proportion correct). Their responses are fast on average (mean response time 13.52 seconds) and moderately variable in timing (response-time variance 173.68, coefficient of variation 0.97). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
tebo981,1,6,6,"The student answered 57 items with high accuracy (0.84 proportion correct). Their responses are fast on average (mean response time 14.34 seconds) and moderately variable in timing (response-time variance 174.30, coefficient of variation 0.92). They have a long longest correct streak (31 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
nupy082,3,6,6,"The student answered 57 items with high accuracy (0.82 proportion correct). Their responses are fast on average (mean response time 13.92 seconds) and highly variable in timing (response-time variance 355.49, coefficient of variation 1.35). They have a long longest correct streak (26 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.73)."
kuqy630,5,0,7,"The student answered 57 items with high accuracy (0.79 proportion correct). Their responses are slow on average (mean response time 25.61 seconds) and highly variable in timing (response-time variance 638.33, coefficient of variation 0.99). They have a moderate longest correct streak (12 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
zucy684,5,0,7,"The student answered 57 items with high accuracy (0.79 proportion correct). Their responses are slow on average (mean response time 27.90 seconds) and highly variable in timing (response-time variance 812.11, coefficient of variation 1.02). They have a long longest correct streak (21 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70)."
loxu319,1,2,7,"The student answered 57 items with high accuracy (0.89 proportion correct). Their responses are slow on average (mean response time 19.75 seconds) and moderately variable in timing (response-time variance 229.89, coefficient of variation 0.77). They have a long longest correct streak (30 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.84)."
ciky680,3,6,7,"The student answered 57 items with high accuracy (0.82 proportion correct). Their responses are slow on average (mean response time 21.88 seconds) and moderately variable in timing (response-time variance 176.86, coefficient of variation 0.61). They have a long longest correct streak (20 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
vihu826,5,7,7,"The student answered 57 items with high accuracy (0.79 proportion correct). Their responses are slow on average (mean response time 32.40 seconds) and highly variable in timing (response-time variance 1505.21, coefficient of variation 1.20). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66)."
zoka501,0,5,8,"The student answered 57 items with medium accuracy (0.67 proportion correct). Their responses are moderate on average (mean response time 15.80 seconds) and stable in timing (response-time variance 109.20, coefficient of variation 0.66). They have a moderate longest correct streak (15 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
mybu425,0,8,8,"The student answered 57 items with medium accuracy (0.68 proportion correct). Their responses are moderate on average (mean response time 16.76 seconds) and highly variable in timing (response-time variance 505.04, coefficient of variation 1.34). They have a moderate longest correct streak (13 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
dila385,0,0,8,"The student answered 57 items with medium accuracy (0.72 proportion correct). Their responses are moderate on average (mean response time 17.15 seconds) and moderately variable in timing (response-time variance 305.09, coefficient of variation 1.02). They have a moderate longest correct streak (13 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
bajo794,3,9,8,"The student answered 57 items with medium accuracy (0.75 proportion correct). Their responses are moderate on average (mean response time 18.01 seconds) and moderately variable in timing (response-time variance 199.35, coefficient of variation 0.78). They have a moderate longest correct streak (17 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
neku787,3,0,8,"The student answered 57 items with medium accuracy (0.77 proportion correct). Their responses are moderate on average (mean response time 17.64 seconds) and moderately variable in timing (response-time variance 269.52, coefficient of variation 0.93). They have a moderate longest correct streak (12 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
syvi476,2,4,9,"The student answered 57 items with low accuracy (0.39 proportion correct). Their responses are fast on average (mean response time 10.26 seconds) and stable in timing (response-time variance 73.11, coefficient of variation 0.83). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (11 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.23)."
nuhi137,4,4,9,"The student answered 57 items with low accuracy (0.53 proportion correct). Their responses are fast on average (mean response time 13.85 seconds) and stable in timing (response-time variance 95.40, coefficient of variation 0.71). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.36)."
gery678,2,1,9,"The student answered 57 items with low accuracy (0.35 proportion correct). Their responses are fast on average (mean response time 14.39 seconds) and stable in timing (response-time variance 54.11, coefficient of variation 0.51). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (26 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25)."
kojo378,4,4,9,"The student answered 57 items with low accuracy (0.46 proportion correct). Their responses are fast on average (mean response time 13.20 seconds) and stable in timing (response-time variance 110.96, coefficient of variation 0.80). They have a short longest correct streak (5 in a row) and a long longest incorrect streak (12 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.27)."
ninu744,2,4,9,"The student answered 57 items with low accuracy (0.39 proportion correct). Their responses are fast on average (mean response time 13.39 seconds) and stable in timing (response-time variance 68.46, coefficient of variation 0.62). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25)."
