IDCode,gmm_bic_best_label,gmm_aic_best_label,narrative_best_label,narrative_text
xoky149,5,0,3,The student answered 57 items with a medium number of correct answers (38 correct). Their responses are slow on average (mean response time 20.52 seconds) and highly variable in timing (response-time variance 489.20). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.52). Overall subject performance is medium (mean mark 9.40 across core subjects). The level of missing responses is low (Missing_total 0.00).
huho039,6,3,3,The student answered 57 items with a medium number of correct answers (44 correct). Their responses are slow on average (mean response time 24.46 seconds) and highly variable in timing (response-time variance 738.96). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70). Overall subject performance is medium (mean mark 10.40 across core subjects). The level of missing responses is low (Missing_total 0.00).
weda047,0,1,4,The student answered 57 items with a high number of correct answers (48 correct). Their responses are fast on average (mean response time 12.28 seconds) and moderately variable in timing (response-time variance 193.99). They have a long longest correct streak (26 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.73). Overall subject performance is high (mean mark 11.40 across core subjects). The level of missing responses is low (Missing_total 0.00).
hiwu738,0,1,4,The student answered 57 items with a high number of correct answers (47 correct). Their responses are fast on average (mean response time 14.47 seconds) and moderately variable in timing (response-time variance 231.12). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71). Overall subject performance is high (mean mark 11.40 across core subjects). The level of missing responses is low (Missing_total 0.00).
sejy814,0,1,4,The student answered 57 items with a high number of correct answers (47 correct). Their responses are fast on average (mean response time 13.52 seconds) and moderately variable in timing (response-time variance 173.68). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71). Overall subject performance is high (mean mark 11.60 across core subjects). The level of missing responses is moderate (Missing_total 8.68).
tebo981,0,1,4,The student answered 57 items with a high number of correct answers (48 correct). Their responses are fast on average (mean response time 14.34 seconds) and moderately variable in timing (response-time variance 174.30). They have a long longest correct streak (31 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71). Overall subject performance is high (mean mark 11.40 across core subjects). The level of missing responses is low (Missing_total 0.00).
nupy082,0,1,4,The student answered 57 items with a high number of correct answers (47 correct). Their responses are fast on average (mean response time 13.92 seconds) and highly variable in timing (response-time variance 355.49). They have a long longest correct streak (26 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.73). Overall subject performance is high (mean mark 10.80 across core subjects). The level of missing responses is low (Missing_total 0.00).
pivi588,1,7,5,The student answered 57 items with a high number of correct answers (52 correct). Their responses are moderate on average (mean response time 17.59 seconds) and highly variable in timing (response-time variance 476.24). They have a long longest correct streak (23 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.86). Overall subject performance is high (mean mark 13.20 across core subjects). The level of missing responses is low (Missing_total 0.00).
pyqy867,6,3,5,The student answered 57 items with a high number of correct answers (45 correct). Their responses are moderate on average (mean response time 17.57 seconds) and moderately variable in timing (response-time variance 215.20). They have a moderate longest correct streak (12 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62). Overall subject performance is high (mean mark 10.80 across core subjects). The level of missing responses is low (Missing_total 0.00).
tepu554,0,1,5,The student answered 57 items with a high number of correct answers (47 correct). Their responses are moderate on average (mean response time 18.45 seconds) and stable in timing (response-time variance 101.47). They have a long longest correct streak (20 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71). Overall subject performance is high (mean mark 11.20 across core subjects). The level of missing responses is low (Missing_total 0.00).
jaxe723,0,1,5,The student answered 57 items with a high number of correct answers (46 correct). Their responses are moderate on average (mean response time 14.85 seconds) and stable in timing (response-time variance 106.63). They have a moderate longest correct streak (14 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.68). Overall subject performance is high (mean mark 11.40 across core subjects). The level of missing responses is low (Missing_total 0.00).
jese656,0,1,5,The student answered 57 items with a high number of correct answers (46 correct). Their responses are moderate on average (mean response time 18.83 seconds) and moderately variable in timing (response-time variance 280.20). They have a moderate longest correct streak (16 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70). Overall subject performance is high (mean mark 11.00 across core subjects). The level of missing responses is low (Missing_total 0.00).
syvi476,2,8,6,The student answered 57 items with a low number of correct answers (22 correct). Their responses are fast on average (mean response time 10.26 seconds) and stable in timing (response-time variance 73.11). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (11 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.23). Overall subject performance is low (mean mark 6.00 across core subjects). The level of missing responses is low (Missing_total 0.00).
nuhi137,3,4,6,The student answered 57 items with a low number of correct answers (30 correct). Their responses are fast on average (mean response time 13.85 seconds) and stable in timing (response-time variance 95.40). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.36). Overall subject performance is low (mean mark 8.00 across core subjects). The level of missing responses is low (Missing_total 0.00).
gery678,2,6,6,The student answered 57 items with a low number of correct answers (20 correct). Their responses are fast on average (mean response time 14.39 seconds) and stable in timing (response-time variance 54.11). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (26 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25). Overall subject performance is low (mean mark 5.20 across core subjects). The level of missing responses is moderate (Missing_total 46.89).
kojo378,3,4,6,The student answered 57 items with a low number of correct answers (26 correct). Their responses are fast on average (mean response time 13.20 seconds) and stable in timing (response-time variance 110.96). They have a short longest correct streak (5 in a row) and a long longest incorrect streak (12 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.27). Overall subject performance is low (mean mark 6.20 across core subjects). The level of missing responses is moderate (Missing_total 5.21).
ninu744,2,8,6,The student answered 57 items with a low number of correct answers (22 correct). Their responses are fast on average (mean response time 13.39 seconds) and stable in timing (response-time variance 68.46). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25). Overall subject performance is low (mean mark 4.80 across core subjects). The level of missing responses is moderate (Missing_total 1.74).
kuqy630,6,3,7,The student answered 57 items with a high number of correct answers (45 correct). Their responses are slow on average (mean response time 25.61 seconds) and highly variable in timing (response-time variance 638.33). They have a moderate longest correct streak (12 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64). Overall subject performance is high (mean mark 11.20 across core subjects). The level of missing responses is low (Missing_total 0.00).
zucy684,6,3,7,The student answered 57 items with a high number of correct answers (45 correct). Their responses are slow on average (mean response time 27.90 seconds) and highly variable in timing (response-time variance 812.11). They have a long longest correct streak (21 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70). Overall subject performance is medium (mean mark 10.40 across core subjects). The level of missing responses is low (Missing_total 0.00).
loxu319,1,7,7,The student answered 57 items with a high number of correct answers (51 correct). Their responses are slow on average (mean response time 19.75 seconds) and moderately variable in timing (response-time variance 229.89). They have a long longest correct streak (30 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.84). Overall subject performance is high (mean mark 12.20 across core subjects). The level of missing responses is low (Missing_total 0.00).
ciky680,0,1,7,The student answered 57 items with a high number of correct answers (47 correct). Their responses are slow on average (mean response time 21.88 seconds) and moderately variable in timing (response-time variance 176.86). They have a long longest correct streak (20 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71). Overall subject performance is high (mean mark 11.60 across core subjects). The level of missing responses is moderate (Missing_total 8.68).
vihu826,0,9,7,The student answered 57 items with a high number of correct answers (45 correct). Their responses are slow on average (mean response time 32.40 seconds) and highly variable in timing (response-time variance 1505.21). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66). Overall subject performance is high (mean mark 11.20 across core subjects). The level of missing responses is low (Missing_total 0.00).
pymu787,3,4,8,The student answered 57 items with a low number of correct answers (33 correct). Their responses are moderate on average (mean response time 19.42 seconds) and highly variable in timing (response-time variance 720.56). They have a moderate longest correct streak (17 in a row) and a long longest incorrect streak (16 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.48). Overall subject performance is low (mean mark 8.40 across core subjects). The level of missing responses is low (Missing_total 0.00).
dugu064,3,4,8,The student answered 57 items with a low number of correct answers (28 correct). Their responses are moderate on average (mean response time 19.18 seconds) and highly variable in timing (response-time variance 461.81). They have a moderate longest correct streak (15 in a row) and a long longest incorrect streak (9 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.38). Overall subject performance is low (mean mark 5.80 across core subjects). The level of missing responses is moderate (Missing_total 3.47).
qisu640,3,4,8,The student answered 57 items with a low number of correct answers (30 correct). Their responses are moderate on average (mean response time 14.70 seconds) and highly variable in timing (response-time variance 484.54). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.34). Overall subject performance is low (mean mark 7.40 across core subjects). The level of missing responses is moderate (Missing_total 12.16).
fari709,2,6,8,The student answered 57 items with a low number of correct answers (16 correct). Their responses are moderate on average (mean response time 17.35 seconds) and stable in timing (response-time variance 136.60). They have a short longest correct streak (4 in a row) and a long longest incorrect streak (23 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.12). Overall subject performance is low (mean mark 4.20 across core subjects). The level of missing responses is moderate (Missing_total 46.89).
najy705,3,4,8,The student answered 57 items with a low number of correct answers (33 correct). Their responses are moderate on average (mean response time 15.62 seconds) and stable in timing (response-time variance 57.20). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (14 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.43). Overall subject performance is low (mean mark 8.20 across core subjects). The level of missing responses is low (Missing_total 0.00).
gola051,5,0,9,The student answered 57 items with a medium number of correct answers (38 correct). Their responses are fast on average (mean response time 13.35 seconds) and stable in timing (response-time variance 52.29). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54). Overall subject performance is medium (mean mark 9.00 across core subjects). The level of missing responses is low (Missing_total 0.00).
punu537,5,0,9,The student answered 57 items with a medium number of correct answers (38 correct). Their responses are fast on average (mean response time 12.13 seconds) and stable in timing (response-time variance 95.69). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54). Overall subject performance is low (mean mark 8.60 across core subjects). The level of missing responses is moderate (Missing_total 6.95).
jyma323,6,3,9,The student answered 57 items with a medium number of correct answers (44 correct). Their responses are fast on average (mean response time 13.42 seconds) and moderately variable in timing (response-time variance 197.16). They have a long longest correct streak (19 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62). Overall subject performance is medium (mean mark 10.20 across core subjects). The level of missing responses is low (Missing_total 0.00).
jemy201,5,0,9,The student answered 57 items with a medium number of correct answers (39 correct). Their responses are fast on average (mean response time 14.23 seconds) and stable in timing (response-time variance 109.42). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55). Overall subject performance is medium (mean mark 9.40 across core subjects). The level of missing responses is low (Missing_total 0.00).
kebi083,6,3,9,The student answered 57 items with a medium number of correct answers (43 correct). Their responses are fast on average (mean response time 10.98 seconds) and stable in timing (response-time variance 68.70). They have a moderate longest correct streak (17 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59). Overall subject performance is medium (mean mark 9.80 across core subjects). The level of missing responses is moderate (Missing_total 3.47).
